month_date,bin,job_typeid,ownership_id,borough,date_filed,date_completed,time_of_completion
2015-01-01,2128355,2,1,Bronx,2014-04-03,2015-01-07,279
2015-01-01,2128368,2,1,Bronx,2014-04-03,2015-01-07,279
2017-02-01,2127047,1,1,Bronx,2014-04-08,2017-02-16,1045
2014-07-01,2012094,2,1,Bronx,2014-05-16,2014-07-09,54
2014-12-01,2000215,2,3,Bronx,2014-04-08,2014-12-02,238
2024-12-01,2124623,1,1,Bronx,2014-04-10,2024-12-24,3911
2016-10-01,2124643,1,1,Bronx,2014-04-16,2016-10-24,922
2016-08-01,2124644,1,1,Bronx,2014-04-16,2016-08-31,868
2016-10-01,2124642,1,1,Bronx,2014-04-16,2016-10-24,922
2016-10-01,2128263,1,1,Bronx,2014-04-16,2016-10-27,925
2017-04-01,2124658,1,1,Bronx,2014-05-21,2017-04-11,1056
2015-06-01,2129444,2,1,Bronx,2014-05-14,2015-06-02,384
2017-06-01,2128212,1,1,Bronx,2014-10-06,2017-06-01,969
2016-08-01,2124645,1,1,Bronx,2014-04-16,2016-08-31,868
2016-02-01,2129073,1,1,Bronx,2014-06-18,2016-02-16,608
2018-08-01,2124446,1,1,Bronx,2014-07-15,2018-08-23,1500
2014-06-01,2099304,2,1,Bronx,2014-05-21,2014-06-19,29
2014-06-01,2003309,2,3,Bronx,2014-05-01,2014-06-09,39
2014-06-01,2003308,2,3,Bronx,2014-05-01,2014-06-09,39
2016-06-01,2124647,1,1,Bronx,2014-05-01,2016-06-03,764
2014-07-01,2085792,2,1,Bronx,2014-05-05,2014-07-17,73
2017-04-01,2043399,1,1,Bronx,2014-06-25,2017-04-12,1022
2021-02-01,2057816,1,1,Bronx,2014-09-05,2021-02-12,2352
2016-01-01,2042556,2,1,Bronx,2014-08-05,2016-01-19,532
2015-07-01,2079278,2,1,Bronx,2014-09-09,2015-07-16,310
2014-11-01,2007386,2,1,Bronx,2014-09-19,2014-11-26,68
2019-02-01,2128390,1,1,Bronx,2014-07-03,2019-02-27,1700
2017-08-01,2124683,1,2,Bronx,2014-07-09,2017-08-28,1146
2018-03-01,2127101,1,2,Bronx,2014-07-15,2018-03-09,1333
2020-03-01,2126996,1,1,Bronx,2014-09-30,2020-03-10,1988
2017-09-01,2128909,1,1,Bronx,2014-07-21,2017-09-13,1150
2016-06-01,2126987,1,1,Bronx,2014-07-23,2016-06-06,684
2019-01-01,2124678,1,1,Bronx,2014-07-25,2019-01-15,1635
2017-04-01,2124690,1,1,Bronx,2014-07-28,2017-04-06,983
2017-04-01,2124691,1,1,Bronx,2014-07-28,2017-04-06,983
2017-04-01,2129371,1,1,Bronx,2014-07-30,2017-04-11,986
2017-08-01,2124679,1,2,Bronx,2014-07-31,2017-08-16,1112
2015-02-01,2129396,2,1,Bronx,2014-10-01,2015-02-20,142
2015-10-01,2026480,2,1,Bronx,2014-12-18,2015-10-26,312
2015-10-01,2016339,2,1,Bronx,2014-08-07,2015-10-28,447
2014-10-01,2129176,2,2,Bronx,2014-08-08,2014-10-31,84
2017-03-01,2129213,1,1,Bronx,2014-08-13,2017-03-31,961
2017-07-01,2128898,1,1,Bronx,2014-08-20,2017-07-21,1066
2016-09-01,2128443,1,1,Bronx,2014-10-22,2016-09-21,700
2023-07-01,2126016,1,1,Bronx,2014-12-23,2023-07-18,3129
2021-07-01,2129255,1,1,Bronx,2014-12-30,2021-07-29,2403
2018-05-01,2129111,1,1,Bronx,2014-12-30,2018-05-16,1233
2016-02-01,2047029,2,1,Bronx,2014-08-28,2016-02-18,539
2019-02-01,2127429,1,3,Bronx,2014-09-05,2019-02-27,1636
2015-02-01,2019712,2,1,Bronx,2015-01-16,2015-02-04,19
2018-08-01,2119443,1,1,Bronx,2014-09-10,2018-08-17,1437
2019-03-01,2119454,1,1,Bronx,2014-09-10,2019-03-22,1654
2020-03-01,2119457,1,1,Bronx,2014-09-10,2020-03-05,2003
2020-03-01,2119456,1,1,Bronx,2014-09-10,2020-03-05,2003
2018-08-01,2119440,1,1,Bronx,2014-09-10,2018-08-17,1437
2019-08-01,2119444,1,1,Bronx,2014-09-10,2019-08-30,1815
2018-08-01,2119439,1,1,Bronx,2014-09-10,2018-08-17,1437
2018-08-01,2119441,1,1,Bronx,2014-09-10,2018-08-17,1437
2019-09-01,2119445,1,1,Bronx,2014-09-10,2019-09-30,1846
2019-11-01,2119446,1,1,Bronx,2014-09-10,2019-11-08,1885
2017-11-01,2119455,1,1,Bronx,2014-09-10,2017-11-30,1177
2018-05-01,2129267,1,3,Bronx,2014-09-11,2018-05-10,1337
2014-12-01,2129116,2,1,Bronx,2014-09-10,2014-12-11,92
2017-05-01,2129410,1,1,Bronx,2015-01-21,2017-05-18,848
2017-02-01,2127040,1,1,Bronx,2015-01-29,2017-02-21,754
2017-03-01,2127033,1,1,Bronx,2015-01-29,2017-03-09,770
2016-06-01,2126991,1,1,Bronx,2014-10-07,2016-06-15,617
2017-04-01,2126992,1,1,Bronx,2014-12-19,2017-04-03,836
2017-10-01,2129373,1,1,Bronx,2014-12-19,2017-10-23,1039
2019-09-01,2018011,1,1,Bronx,2014-11-17,2019-09-11,1759
2016-02-01,2130676,2,1,Bronx,2015-02-23,2016-02-18,360
2018-10-01,2129062,1,1,Bronx,2014-09-18,2018-10-15,1488
2015-07-01,2020068,2,1,Bronx,2015-01-16,2015-07-02,167
2015-07-01,2007628,2,2,Bronx,2015-02-13,2015-07-14,151
2018-03-01,2128793,1,1,Bronx,2015-12-29,2018-03-08,800
2021-12-01,2127282,1,1,Bronx,2015-11-18,2021-12-03,2207
2016-10-01,2048510,2,1,Bronx,2016-02-18,2016-10-28,253
2017-03-01,2128866,2,1,Bronx,2016-04-15,2017-03-09,328
2016-06-01,2016341,2,1,Bronx,2015-10-15,2016-06-08,237
2016-06-01,2016340,2,1,Bronx,2015-10-15,2016-06-02,231
2016-04-01,2067828,2,3,Bronx,2016-04-14,2016-04-20,6
2016-03-01,2130391,2,3,Bronx,2016-03-07,2016-03-11,4
2016-03-01,2013386,2,3,Bronx,2016-03-07,2016-03-11,4
2020-12-01,2129513,1,1,Bronx,2018-01-23,2020-12-24,1066
2024-08-01,2131092,1,1,Bronx,2015-11-06,2024-08-29,3219
2024-09-01,2127287,1,1,Bronx,2015-11-06,2024-09-04,3225
2017-08-01,2083205,2,1,Bronx,2015-12-01,2017-08-02,610
2021-06-01,2129134,1,1,Bronx,2015-11-23,2021-06-08,2024
2021-06-01,2129133,1,1,Bronx,2015-11-23,2021-06-10,2026
2017-01-01,2009380,2,1,Bronx,2015-12-09,2017-01-20,408
2016-08-01,2119298,2,1,Bronx,2015-12-11,2016-08-29,262
2016-08-01,2119299,2,1,Bronx,2015-12-11,2016-08-29,262
2021-09-01,2130395,1,1,Bronx,2015-12-11,2021-09-29,2119
2021-09-01,2127280,1,1,Bronx,2015-12-11,2021-09-13,2103
2021-09-01,2127281,1,1,Bronx,2015-12-11,2021-09-13,2103
2021-09-01,2127278,1,1,Bronx,2015-12-11,2021-09-13,2103
2023-09-01,2127279,1,1,Bronx,2015-12-11,2023-09-12,2832
2016-05-01,2015684,2,3,Bronx,2016-03-21,2016-05-24,64
2017-09-01,2128912,1,1,Bronx,2015-12-31,2017-09-15,624
2017-09-01,2127295,1,1,Bronx,2015-12-31,2017-09-15,624
2018-02-01,2127327,1,1,Bronx,2016-01-28,2018-02-06,740
2017-08-01,2127298,1,1,Bronx,2015-12-23,2017-08-29,615
2017-08-01,2129264,1,1,Bronx,2015-12-23,2017-08-29,615
2016-06-01,2063927,2,1,Bronx,2015-12-22,2016-06-06,167
2016-04-01,2017641,2,1,Bronx,2015-12-22,2016-04-04,104
2018-10-01,2127276,1,1,Bronx,2015-12-18,2018-10-04,1021
2016-06-01,2129192,2,1,Bronx,2015-12-30,2016-06-20,173
2022-01-01,2023820,2,1,Bronx,2021-08-09,2022-01-27,171
2021-08-01,2129130,1,1,Bronx,2017-10-03,2021-08-20,1417
2016-04-01,2130643,2,3,Bronx,2016-01-12,2016-04-13,92
2016-06-01,2016149,2,1,Bronx,2016-04-04,2016-06-09,66
2017-02-01,2130441,2,1,Bronx,2016-04-25,2017-02-27,308
2016-09-01,2128897,2,1,Bronx,2016-01-25,2016-09-13,232
2019-07-01,2127260,1,1,Bronx,2016-01-26,2019-07-31,1282
2024-06-01,2127885,1,1,Bronx,2016-02-09,2024-06-28,3062
2017-12-01,2127328,1,1,Bronx,2016-02-25,2017-12-04,648
2017-10-01,2013898,2,1,Bronx,2016-08-03,2017-10-25,448
2017-07-01,2129425,2,1,Bronx,2017-02-01,2017-07-11,160
2023-08-01,2042240,1,1,Bronx,2016-12-01,2023-08-08,2441
2022-01-01,2129616,1,1,Bronx,2016-03-03,2022-01-03,2132
2019-04-01,2127337,1,1,Bronx,2016-02-11,2019-04-24,1168
2019-06-01,2128360,1,1,Bronx,2016-02-11,2019-06-05,1210
2016-05-01,2007723,2,1,Bronx,2016-02-11,2016-05-20,99
2016-06-01,2007722,2,1,Bronx,2016-02-11,2016-06-13,123
2016-05-01,2128363,2,1,Bronx,2016-02-19,2016-05-24,95
2023-04-01,2129275,1,1,Bronx,2016-02-22,2023-04-27,2621
2018-10-01,2129249,1,1,Bronx,2016-02-24,2018-10-05,954
2022-12-01,2129638,1,1,Bronx,2020-03-09,2022-12-17,1013
2018-02-01,2129319,2,1,Bronx,2016-03-01,2018-02-27,728
2017-07-01,2005925,2,1,Bronx,2016-03-01,2017-07-31,517
2019-05-01,2127428,1,1,Bronx,2016-04-07,2019-05-07,1125
2019-03-01,2053560,1,1,Bronx,2016-05-27,2019-03-25,1032
2016-12-01,2128744,2,1,Bronx,2016-06-24,2016-12-06,165
2016-05-01,2128950,2,1,Bronx,2016-03-02,2016-05-12,71
2016-04-01,2012531,2,3,Bronx,2016-03-04,2016-04-05,32
2016-12-01,2004104,2,1,Bronx,2016-07-14,2016-12-13,152
2019-12-01,2128797,1,1,Bronx,2016-09-29,2019-12-26,1183
2018-10-01,2129012,1,1,Bronx,2016-03-14,2018-10-22,952
2017-05-01,2083219,2,1,Bronx,2016-03-11,2017-05-17,432
2023-06-01,2127338,1,1,Bronx,2016-03-17,2023-06-02,2633
2016-06-01,2082887,2,1,Bronx,2016-04-26,2016-06-24,59
2016-05-01,2012310,2,3,Bronx,2016-03-22,2016-05-16,55
2022-11-01,2129283,1,1,Bronx,2016-07-08,2022-11-29,2335
2017-11-01,2005664,2,1,Bronx,2017-03-23,2017-11-08,230
2020-11-01,2129617,1,1,Bronx,2016-05-24,2020-11-24,1645
2016-06-01,2005371,2,3,Bronx,2016-04-01,2016-06-28,88
2019-02-01,2129409,1,1,Bronx,2016-05-11,2019-02-05,1000
2019-08-01,2129273,1,1,Bronx,2016-08-22,2019-08-23,1096
2019-08-01,2128205,1,1,Bronx,2016-08-22,2019-08-19,1092
2021-04-01,2128509,1,1,Bronx,2017-05-04,2021-04-12,1439
2020-03-01,2054889,1,1,Bronx,2016-06-08,2020-03-12,1373
2020-03-01,2127944,1,1,Bronx,2016-07-22,2020-03-24,1341
2016-07-01,2130933,2,1,Bronx,2016-05-17,2016-07-08,52
2019-01-01,2129270,1,1,Bronx,2016-04-08,2019-01-25,1022
2018-09-01,2016360,2,1,Bronx,2018-03-27,2018-09-13,170
2018-08-01,2012470,2,1,Bronx,2018-06-14,2018-08-21,68
2025-08-01,4624374,1,1,Queens,2017-06-26,2025-08-28,2985
2017-01-01,2013170,2,1,Bronx,2016-05-09,2017-01-12,248
2017-07-01,2127438,1,1,Bronx,2016-04-21,2017-07-07,442
2020-09-01,2127446,1,1,Bronx,2016-04-21,2020-09-17,1610
2016-12-01,2004094,2,1,Bronx,2016-07-14,2016-12-13,152
2020-12-01,2128954,1,1,Bronx,2016-04-29,2020-12-23,1699
2019-05-01,2010792,2,1,Bronx,2016-05-03,2019-05-23,1115
2017-01-01,2042236,2,1,Bronx,2016-09-13,2017-01-19,128
2016-12-01,2128746,2,1,Bronx,2016-09-21,2016-12-02,72
2016-11-01,2128752,2,1,Bronx,2016-09-21,2016-11-29,69
2018-10-01,2127445,1,1,Bronx,2016-06-15,2018-10-17,854
2018-08-01,2127447,1,1,Bronx,2016-05-18,2018-08-30,834
2018-08-01,2127448,1,1,Bronx,2016-05-18,2018-08-30,834
2017-06-01,2003281,2,1,Bronx,2016-06-24,2017-06-12,353
2017-08-01,2129369,1,1,Bronx,2016-06-17,2017-08-08,417
2017-01-01,2128930,2,1,Bronx,2016-06-28,2017-01-30,216
2017-02-01,2015687,2,1,Bronx,2016-07-11,2017-02-28,232
2018-05-01,2127737,1,1,Bronx,2016-07-14,2018-05-31,686
2016-12-01,2129375,2,1,Bronx,2016-07-19,2016-12-07,141
2017-11-01,2127880,1,1,Bronx,2016-09-22,2017-11-02,406
2017-04-01,2084362,2,3,Bronx,2016-09-16,2017-04-11,207
2023-01-01,2130498,1,1,Bronx,2016-06-24,2023-01-24,2405
2024-03-01,2129611,1,1,Bronx,2016-06-27,2024-03-20,2823
2020-06-01,2128444,1,1,Bronx,2016-06-30,2020-06-19,1450
2020-06-01,2127435,1,1,Bronx,2016-06-30,2020-06-19,1450
2025-08-01,3429876,1,1,Brooklyn,2023-04-01,2025-08-28,880
2022-03-01,2011623,1,1,Bronx,2016-06-30,2022-03-25,2094
2022-03-01,2128324,1,1,Bronx,2016-06-30,2022-03-29,2098
2022-04-01,2051328,1,1,Bronx,2016-09-07,2022-04-13,2044
2016-12-01,2058604,2,1,Bronx,2016-07-12,2016-12-15,156
2017-06-01,2128747,2,1,Bronx,2016-09-15,2017-06-27,285
2017-07-01,2084361,2,3,Bronx,2016-10-27,2017-07-03,249
2020-08-01,2128433,1,1,Bronx,2017-03-06,2020-08-19,1262
2017-05-01,2080691,2,1,Bronx,2016-07-21,2017-05-01,284
2017-09-01,2099353,2,1,Bronx,2016-07-21,2017-09-25,431
2018-06-01,2120210,1,1,Bronx,2016-07-22,2018-06-21,699
2024-05-01,2124370,1,1,Bronx,2016-07-26,2024-05-03,2838
2017-01-01,2129237,2,1,Bronx,2016-07-28,2017-01-10,166
2021-04-01,2128739,1,1,Bronx,2017-11-30,2021-04-23,1240
2019-01-01,2127884,1,1,Bronx,2016-08-03,2019-01-30,910
2019-02-01,2127883,1,1,Bronx,2016-08-03,2019-02-01,912
2019-01-01,2127882,1,1,Bronx,2016-08-03,2019-01-30,910
2017-02-01,2128945,2,1,Bronx,2016-09-22,2017-02-15,146
2016-11-01,2128795,2,1,Bronx,2016-08-05,2016-11-02,89
2016-12-01,2128589,2,1,Bronx,2016-08-08,2016-12-14,128
2017-02-01,2084031,2,1,Bronx,2016-08-08,2017-02-28,204
2019-03-01,2129095,1,1,Bronx,2016-08-16,2019-03-07,933
2023-01-01,2128976,1,1,Bronx,2016-08-31,2023-01-04,2317
2022-07-01,2128505,1,1,Bronx,2016-08-19,2022-07-20,2161
2021-12-01,2128910,1,1,Bronx,2016-08-19,2021-12-01,1930
2022-05-01,2129428,1,1,Bronx,2016-08-19,2022-05-31,2111
2023-01-01,2128975,1,1,Bronx,2016-08-31,2023-01-10,2323
2023-01-01,2128974,1,1,Bronx,2016-08-31,2023-01-26,2339
2016-10-01,2011586,2,3,Bronx,2016-09-07,2016-10-11,34
2017-03-01,2087650,2,1,Bronx,2016-08-25,2017-03-30,217
2018-04-01,2014523,2,3,Bronx,2017-12-08,2018-04-16,129
2017-02-01,2128730,2,1,Bronx,2016-08-26,2017-02-07,165
2018-03-01,2055284,2,1,Bronx,2016-08-30,2018-03-30,577
2018-03-01,2054986,2,1,Bronx,2016-08-30,2018-03-30,577
2021-09-01,2129123,1,1,Bronx,2017-11-30,2021-09-16,1386
2017-03-01,2128733,2,2,Bronx,2016-09-14,2017-03-31,198
2018-01-01,2026677,2,1,Bronx,2016-12-13,2018-01-17,400
2022-03-01,2128768,1,1,Bronx,2016-09-20,2022-03-17,2004
2018-10-01,2070754,2,1,Bronx,2017-05-11,2018-10-11,518
2017-08-01,2058211,2,1,Bronx,2016-09-20,2017-08-07,321
2017-03-01,2131059,2,1,Bronx,2016-10-24,2017-03-10,137
2017-03-01,2128204,2,1,Bronx,2016-10-24,2017-03-10,137
2017-02-01,2128323,2,2,Bronx,2016-09-26,2017-02-17,144
2017-03-01,2016148,2,1,Bronx,2016-11-07,2017-03-02,115
2017-02-01,2006905,2,1,Bronx,2016-11-16,2017-02-03,79
2019-02-01,2128364,1,1,Bronx,2016-09-30,2019-02-01,854
2019-12-01,2128330,1,1,Bronx,2016-10-27,2019-12-09,1138
2019-12-01,2128334,1,1,Bronx,2016-11-04,2019-12-19,1140
2019-12-01,2128333,1,1,Bronx,2016-11-04,2019-12-19,1140
2019-12-01,2128332,1,1,Bronx,2016-11-04,2019-12-19,1140
2019-12-01,2128331,1,1,Bronx,2016-11-04,2019-12-19,1140
2019-12-01,2128341,1,1,Bronx,2016-11-10,2019-12-09,1124
2019-05-01,2128317,1,1,Bronx,2016-10-12,2019-05-07,937
2019-05-01,2128318,1,1,Bronx,2016-10-12,2019-05-07,937
2021-02-01,2128886,1,1,Bronx,2016-12-27,2021-02-18,1514
2020-10-01,2128501,1,1,Bronx,2016-12-07,2020-10-26,1419
2018-11-01,2128508,1,1,Bronx,2016-11-14,2018-11-28,744
2017-08-01,2058210,2,1,Bronx,2016-10-19,2017-08-07,292
2017-02-01,2128896,2,1,Bronx,2016-12-06,2017-02-22,78
2017-03-01,2129142,2,1,Bronx,2016-11-02,2017-03-08,126
2017-02-01,2102042,2,1,Bronx,2016-11-03,2017-02-06,95
2020-02-01,2128891,1,1,Bronx,2016-11-23,2020-02-19,1183
2020-09-01,2129028,2,1,Bronx,2016-11-23,2020-09-04,1381
2019-07-01,2128352,1,1,Bronx,2016-12-05,2019-07-11,948
2024-11-01,2129759,1,1,Bronx,2016-11-17,2024-11-04,2909
2020-08-01,2129326,1,1,Bronx,2016-11-28,2020-08-13,1354
2021-05-01,2129125,1,1,Bronx,2018-02-20,2021-05-28,1193
2020-12-01,2128911,1,1,Bronx,2017-02-23,2020-12-04,1380
2021-08-01,2129008,1,1,Bronx,2018-02-20,2021-08-25,1282
2019-07-01,2128342,1,1,Bronx,2017-02-24,2019-07-17,873
2021-08-01,2130350,1,1,Bronx,2017-02-16,2021-08-06,1632
2017-11-01,2130449,2,1,Bronx,2016-12-29,2017-11-28,334
2021-05-01,2128755,1,1,Bronx,2017-02-02,2021-05-28,1576
2019-07-01,2127436,1,1,Bronx,2016-12-29,2019-07-29,942
2017-03-01,2020866,2,1,Bronx,2016-12-06,2017-03-20,104
2020-11-01,2129093,1,1,Bronx,2018-05-17,2020-11-05,903
2022-05-01,2129044,1,3,Bronx,2017-04-14,2022-05-16,1858
2020-02-01,2077919,1,1,Bronx,2016-12-16,2020-02-28,1169
2020-03-01,2128322,1,1,Bronx,2016-12-16,2020-03-09,1179
2017-04-01,2072414,2,1,Bronx,2017-01-26,2017-04-25,89
2019-10-01,2088309,1,3,Bronx,2016-12-30,2019-10-15,1019
2017-06-01,2020687,2,1,Bronx,2017-04-10,2017-06-06,57
2019-10-01,2128748,1,1,Bronx,2017-02-13,2019-10-10,969
2020-03-01,2128532,1,1,Bronx,2017-02-17,2020-03-02,1109
2019-07-01,2098340,1,1,Bronx,2017-02-24,2019-07-24,880
2022-01-01,2129445,1,1,Bronx,2017-03-03,2022-01-20,1784
2018-08-01,2128408,1,1,Bronx,2017-02-08,2018-08-30,568
2018-11-01,2128436,1,1,Bronx,2017-03-10,2018-11-19,619
2018-11-01,2128437,1,1,Bronx,2017-03-10,2018-11-19,619
2017-11-01,2017630,2,1,Bronx,2017-04-28,2017-11-20,206
2018-05-01,2051243,2,1,Bronx,2017-02-28,2018-05-25,451
2017-10-01,2129279,2,1,Bronx,2017-02-01,2017-10-26,267
2024-08-01,2000537,1,1,Bronx,2017-02-03,2024-08-28,2763
2020-11-01,2119726,1,1,Bronx,2017-02-13,2020-11-30,1386
2018-06-01,2011670,2,1,Bronx,2017-02-14,2018-06-26,497
2020-01-01,2128431,1,1,Bronx,2017-03-08,2020-01-06,1034
2020-10-01,2128412,1,1,Bronx,2017-02-21,2020-10-13,1330
2020-11-01,2128413,1,1,Bronx,2017-02-21,2020-11-23,1371
2017-04-01,2129015,2,1,Bronx,2017-02-24,2017-04-28,63
2022-05-01,2128496,1,1,Bronx,2017-05-03,2022-05-31,1854
2019-06-01,2011513,2,1,Bronx,2017-05-05,2019-06-03,759
2024-04-01,2823631,1,1,Bronx,2017-03-02,2024-04-17,2603
2017-08-01,2129190,2,1,Bronx,2017-06-15,2017-08-25,71
2019-06-01,2011512,2,1,Bronx,2017-05-05,2019-06-03,759
2017-10-01,2004233,2,1,Bronx,2017-05-19,2017-10-16,150
2020-07-01,2085360,1,1,Bronx,2017-05-16,2020-07-17,1158
2020-03-01,2128440,1,1,Bronx,2017-03-20,2020-03-10,1086
2019-08-01,2029002,2,1,Bronx,2017-05-26,2019-08-27,823
2018-02-01,2130351,2,1,Bronx,2017-04-27,2018-02-02,281
2019-11-01,2130471,1,1,Bronx,2017-03-22,2019-11-26,979
2022-10-01,2044929,1,1,Bronx,2017-06-15,2022-10-03,1936
2022-04-01,2129534,1,1,Bronx,2017-06-15,2022-04-11,1761
2017-12-01,2130386,2,1,Bronx,2017-05-23,2017-12-08,199
2017-09-01,2007776,2,1,Bronx,2017-05-23,2017-09-28,128
2022-05-01,2128675,1,1,Bronx,2017-07-21,2022-05-03,1747
2021-06-01,2014682,1,1,Bronx,2017-09-22,2021-06-25,1372
2020-06-01,2128725,1,1,Bronx,2017-10-03,2020-06-29,1000
2017-10-01,2004234,2,1,Bronx,2017-05-19,2017-10-16,150
2019-11-01,2007844,2,1,Bronx,2018-03-12,2019-11-06,604
2019-11-01,2007845,2,1,Bronx,2018-07-24,2019-11-06,470
2020-01-01,2129278,1,1,Bronx,2017-07-26,2020-01-10,898
2025-08-01,4624811,1,1,Queens,2023-10-05,2025-08-28,693
2018-09-01,2004238,2,1,Bronx,2017-05-19,2018-09-21,490
2017-09-01,2007775,2,1,Bronx,2017-05-23,2017-09-28,128
2021-05-01,2013876,1,1,Bronx,2017-05-08,2021-05-20,1473
2017-09-01,2012298,2,1,Bronx,2017-05-23,2017-09-27,127
2018-09-01,2004237,2,1,Bronx,2017-05-19,2018-09-21,490
2017-12-01,2050004,2,1,Bronx,2017-05-26,2017-12-08,196
2021-04-01,2129041,1,1,Bronx,2018-05-14,2021-04-14,1066
2018-12-01,2056121,2,1,Bronx,2017-05-12,2018-12-06,573
2022-10-01,2128438,1,1,Bronx,2017-05-17,2022-10-04,1966
2022-10-01,2011669,1,1,Bronx,2017-05-17,2022-10-05,1967
2024-06-01,2130715,1,1,Bronx,2017-07-07,2024-06-11,2531
2024-06-01,2129614,1,1,Bronx,2017-07-07,2024-06-28,2548
2017-12-01,2018270,2,1,Bronx,2017-07-03,2017-12-26,176
2020-11-01,2129763,2,1,Bronx,2017-05-19,2020-11-16,1277
2018-11-01,2077084,2,1,Bronx,2017-05-19,2018-11-21,551
2017-07-01,2129503,2,1,Bronx,2017-05-24,2017-07-20,57
2019-05-01,2128576,1,1,Bronx,2017-05-25,2019-05-16,721
2017-10-01,2129461,2,1,Bronx,2017-08-02,2017-10-24,83
2025-08-01,4624444,1,1,Queens,2022-10-13,2025-08-28,1050
2021-01-01,2057812,1,1,Bronx,2017-06-08,2021-01-29,1331
2018-01-01,2093849,2,1,Bronx,2017-06-08,2018-01-10,216
2020-03-01,2130744,1,1,Bronx,2017-06-09,2020-03-06,1001
2018-04-01,2003862,2,3,Bronx,2018-01-18,2018-04-16,88
2018-01-01,2007186,2,3,Bronx,2017-11-17,2018-01-09,53
2019-05-01,2128718,1,1,Bronx,2017-06-14,2019-05-23,708
2023-01-01,2099635,1,1,Bronx,2017-06-22,2023-01-17,2035
2017-08-01,2074602,2,1,Bronx,2017-08-08,2017-08-31,23
2021-05-01,2129139,1,3,Bronx,2017-06-29,2021-05-13,1414
2021-06-01,2129144,1,3,Bronx,2017-06-29,2021-06-08,1440
2018-03-01,2052422,2,1,Bronx,2017-07-17,2018-03-01,227
2017-09-01,2083687,2,1,Bronx,2017-06-22,2017-09-18,88
2019-10-01,2129277,1,1,Bronx,2017-07-10,2019-10-15,827
2023-03-01,2015429,1,1,Bronx,2017-07-26,2023-03-09,2052
2017-12-01,2130448,2,1,Bronx,2017-07-26,2017-12-06,133
2023-01-01,2058071,1,1,Bronx,2017-12-11,2023-01-18,1864
2021-12-01,2128732,1,1,Bronx,2017-06-27,2021-12-15,1632
2019-04-01,2129172,1,1,Bronx,2017-07-06,2019-04-26,659
2020-02-01,2128779,1,1,Bronx,2017-07-11,2020-02-13,947
2017-02-01,2128998,1,1,Bronx,2014-12-17,2017-02-10,786
2017-10-01,2127041,1,1,Bronx,2014-12-17,2017-10-04,1022
2017-08-01,2129017,1,2,Bronx,2014-12-19,2017-08-14,969
2019-06-01,2116952,1,1,Bronx,2014-12-23,2019-06-06,1626
2019-09-01,2129121,1,1,Bronx,2014-12-24,2019-09-26,1737
2017-01-01,2127026,1,1,Bronx,2014-12-29,2017-01-18,751
2018-02-01,2127112,1,1,Bronx,2015-05-12,2018-02-20,1015
2018-01-01,2129411,1,1,Bronx,2015-05-12,2018-01-10,974
2016-11-01,2127021,1,1,Bronx,2014-12-29,2016-11-14,686
2016-11-01,2127022,1,1,Bronx,2014-12-29,2016-11-14,686
2022-11-01,2130820,1,1,Bronx,2014-12-30,2022-11-21,2883
2017-11-01,2127106,1,1,Bronx,2015-05-05,2017-11-15,925
2018-06-01,2007561,1,1,Bronx,2015-01-20,2018-06-05,1232
2015-11-01,2016214,2,1,Bronx,2015-01-15,2015-11-02,291
